bayes,locus
0.25316455696202533,Rv0024
0.1643835616438356,Rv0045c
0.20689655172413793,Rv0063
0.26666666666666666,Rv0090
0.1917808219178082,ephF
0.26865671641791045,Rv0176
0.22727272727272727,PE_PGRS3-PE_PGRS4
0.20833333333333334,pks6
0.14705882352941177,Rv0420c-Rv0421c
0.18072289156626506,Rv0466-icl1
0.26865671641791045,senX3-regX3
0.29411764705882354,Rv0712-Rv0713
0.20588235294117646,Rv0759c-Rv0760c
0.20512820512820512,Rv0794c-Rv0795
0.2,Rv0823c
0.20224719101123595,Rv0888
0.2153846153846154,Rv0927c
0.328125,Rv1042c-Rv1043c
0.2028985507246377,Rv1045
0.20512820512820512,Rv1179c-pks3
0.2191780821917808,Rv1225c
0.2361111111111111,Rv1258c
0.136986301369863,mcr11
0.25333333333333335,Rv1269c
0.2727272727272727,opcA
0.30666666666666664,Rv1506c-Rv1507c
0.23809523809523808,plsB1
0.22666666666666666,Rv1730c
0.24675324675324675,Rv1775
0.2631578947368421,Rv1907c
0.23943661971830985,Rv1990A-mazF6
0.3050847457627119,ctpF
0.25675675675675674,dosT
0.20270270270270271,Rv2148c
0.26153846153846155,Rv2264c
0.1791044776119403,mmpL9
0.2976190476190476,plcA-PPE38
0.1625,Rv2405-Rv2406c
0.25,Rv2437
0.16853932584269662,vapB17
0.2923076923076923,vapB18
0.22666666666666666,Rv2709
0.25757575757575757,clgR
0.2631578947368421,Rv2823c
0.2692307692307692,cobB
0.1927710843373494,Rv2862c-vapB23
0.24242424242424243,lppW-trmD
0.24,Rv2923c
0.2916666666666667,Rv3428c-PPE59
0.22388059701492538,gadB
0.1794871794871795,Rv3483c
0.23943661971830985,ddn-Rv3548c
0.189873417721519,ponA2-Rv3683
0.22727272727272727,Rv3727
0.28125,Rv3766
0.2289156626506024,lipE-Rv3776
0.2903225806451613,Rv3802c-fbpD
0.15476190476190477,Rv3829c
0.2894736842105263,Rv3830c
0.32142857142857145,Rv3847
0.2692307692307692,espK
0.2236842105263158,eccC2
0.21518987341772153,dnaA-dnaN
0.22666666666666666,alaT-Rv0008c
0.1044776119402985,Rv0012
0.29411764705882354,pknB
0.2911392405063291,pknA
0.15151515151515152,fhaA-leuT
0.24615384615384617,whiB5-Rv0023
0.26666666666666666,Rv0027
0.22388059701492538,bioF2
0.25675675675675674,fadD34
0.23376623376623376,fadD34-Rv0036c
0.30434782608695654,leuS
0.273972602739726,dnaB-Rv0059
0.18840579710144928,Rv0061c
0.32857142857142857,Rv0067c-Rv0068
0.30434782608695654,glyA2-Rv0071
0.25,Rv0078A
0.23333333333333334,hycE-Rv0088
0.265625,Rv0088-Rv0089
0.26666666666666666,Rv0104
0.24242424242424243,hddA
0.24691358024691357,hddA-ldtA
0.16923076923076924,oxyS
0.24193548387096775,fusA2
0.2875,cyp138
0.16455696202531644,fadD5
0.2698412698412698,mce1D
0.2625,sigG
0.22058823529411764,Rv0185
0.27941176470588236,mymT-Rv0187
0.2894736842105263,Rv0194
0.16,Rv0210-pckA
0.2702702702702703,Rv0221
0.3076923076923077,Rv0223c
0.26506024096385544,Rv0226c
0.2608695652173913,aftD
0.2535211267605634,fadE5
0.208955223880597,Rv0245
0.28378378378378377,nirB
0.2716049382716049,vapB25
0.20754716981132076,eccD3
0.23880597014925373,Rv0302
0.22077922077922077,Rv0311
0.28169014084507044,Rv0314c
0.373134328358209,Rv0315
0.2948717948717949,dcd-udgA
0.24675324675324675,Rv0330c-Rv0331
0.22727272727272727,Rv0374c
0.2328767123287671,Rv0376c
0.32653061224489793,Rv0380c
0.2375,Rv0398c
0.18421052631578946,fadD30
0.1935483870967742,Rv0439c-groEL2
0.29333333333333333,rskA
0.2077922077922078,sigK-Rv0446c
0.20588235294117646,mmpS4-Rv0452
0.29850746268656714,Rv0452
0.27631578947368424,Rv0457c
0.2222222222222222,pcaA-Rv0470A
0.2413793103448276,mshA
0.24,Rv0492c
0.22857142857142856,Rv0518-Rv0519c
0.2222222222222222,ccsA
0.29310344827586204,Rv0530
0.2608695652173913,galE3
0.2602739726027397,Rv0537c
0.2753623188405797,vapB3-fadD8
0.2608695652173913,Rv0565c
0.22826086956521738,Rv0575c
0.19696969696969696,Rv0585c-mce2R
0.16455696202531644,yrbE2B
0.21686746987951808,mce2B
0.2236842105263158,mce2F
0.2923076923076923,Rv0597c-vapC27
0.21621621621621623,tcrA-Rv0603
0.2125,Rv0613c
0.17567567567567569,recD
0.24691358024691357,mmaA2
0.20833333333333334,vapC6
0.25333333333333335,atsD
0.2631578947368421,echA4
0.34328358208955223,mmpL5
0.2878787878787879,Rv0679c
0.22535211267605634,rpsL
0.2413793103448276,Rv0691c
0.2112676056338028,Rv0697
0.25757575757575757,Rv0699
0.2840909090909091,Rv0726c
0.22077922077922077,Rv0744c-Rv0745
0.26666666666666666,Rv0745
0.2835820895522388,Rv0749A-Rv0750
0.2318840579710145,cyp51
0.24719101123595505,Rv0767c
0.22727272727272727,aldA
0.3333333333333333,ggtA
0.2876712328767123,Rv0789c
0.19230769230769232,purF
0.21212121212121213,sseC2
0.16666666666666666,Rv0825c
0.26785714285714285,lpqR
0.2,narL
0.23170731707317074,pdc-Rv0854
0.26666666666666666,far
0.24705882352941178,dapC
0.26373626373626374,rpfA
0.2054794520547945,Rv0874c
0.18518518518518517,Rv0877
0.3333333333333333,Rv0890c
0.25757575757575757,Rv0893c
0.2361111111111111,Rv0893c-Rv0894
0.3235294117647059,Rv0907
0.25,PE7-betP
0.12195121951219512,Rv0927c-pstS3
0.21951219512195122,Rv0939
0.2028985507246377,Rv0959
0.1794871794871795,Rv0964c-Rv0965c
0.3333333333333333,accD2
0.2125,PE_PGRS18-mprA
0.2054794520547945,mprB-pepD
0.2727272727272727,Rv0987
0.2753623188405797,Rv0988
0.2,grcC2
0.3235294117647059,Rv0991c-Rv0992c
0.23880597014925373,rimJ
0.24193548387096775,eno
0.2638888888888889,kdpE
0.22093023255813954,Rv1046c
0.2459016393442623,Rv1048c
0.21686746987951808,mpr5-Rv1052
0.31746031746031744,Rv1072-Rv1073
0.18947368421052632,lipU
0.1643835616438356,celA2b
0.18840579710144928,MTS0858-glyA1
0.22857142857142856,Rv1105
0.33783783783783783,Rv1117
0.24615384615384617,Rv1136-Rv1137c
0.2602739726027397,pimE
0.2564102564102564,mutT2
0.24285714285714285,mutT2-narG
0.2903225806451613,narJ
0.27692307692307694,lpqW
0.23728813559322035,mmpL10
0.32432432432432434,fadD21
0.2839506172839506,fadD36
0.22535211267605634,Rv1194c
0.22857142857142856,fadD6
0.296875,Rv1217c
0.25,Rv1227c-lpqX
0.3375,Rv1230c-Rv1231c
0.3013698630136986,embR-Rv1268c
0.2361111111111111,Rv1272c
0.2028985507246377,Rv1289
0.23255813953488372,Rv1289-Rv1290c
0.16666666666666666,dinG
0.2597402597402597,Rv1357c-Rv1358
0.28125,Rv1364c
0.17073170731707318,lprF
0.23529411764705882,carA
0.26666666666666666,nlhH
0.2857142857142857,lipI
0.2692307692307692,lprH-Rv1419
0.2236842105263158,uvrC
0.22950819672131148,Rv1429
0.25,Rv1432-Rv1433
0.27710843373493976,Rv1435c
0.21518987341772153,Rv1439c
0.21176470588235294,bisC
0.16176470588235295,Rv1458c
0.3287671232876712,Rv1461
0.189873417721519,Rv1463
0.2361111111111111,fadE15
0.29577464788732394,Rv1478-moxR1
0.24675324675324675,Rv1489
0.2676056338028169,lipL
0.19736842105263158,Rv1501-Rv1502
0.3333333333333333,Rv1505c
0.19444444444444445,Rv1507A-Rv1508c
0.24096385542168675,Rv1509-Rv1510
0.23170731707317074,Rv1515c
0.25,Rv1520
0.31343283582089554,pks5
0.25806451612903225,Rv1532c
0.21333333333333335,ansA
0.20270270270270271,Rv1566c-Rv1567c
0.20833333333333334,cydC
0.22807017543859648,polA
0.21621621621621623,lysX
0.15789473684210525,pks7
0.2,pks8
0.4305555555555556,dsbF-Rv1678
0.18840579710144928,moeX
0.2777777777777778,moeX-Rv1682
0.26744186046511625,cycA-PPE22
0.2564102564102564,narX
0.2835820895522388,Rv1739c
0.30864197530864196,Rv1769
0.2318840579710145,cyp143
0.2898550724637681,secA2
0.22727272727272727,Rv1823
0.1875,gcvH
0.28378378378378377,Rv1835c
0.2235294117647059,glcB
0.2,guaB1-gnd1
0.2948717948717949,Rv1847
0.16901408450704225,lldD2
0.21428571428571427,Rv1879-cyp140
0.29213483146067415,Rv1888c-Rv1888A
0.2345679012345679,Rv1894c-Rv1895
0.26666666666666666,Rv1904
0.3,Rv1920
0.2727272727272727,lppF
0.19480519480519481,lppF-Rv1922
0.21794871794871795,Rv1924c-fadD31
0.3,fadD31
0.2073170731707317,Rv1927
0.21052631578947367,fadE17
0.18681318681318682,Rv1936
0.23376623376623376,ephB
0.20588235294117646,mce3A
0.21794871794871795,Rv1972
0.19298245614035087,Rv1978
0.22784810126582278,nrdF1-vapC36
0.25675675675675674,Rv1986
0.189873417721519,Rv1987-erm(37)
0.26153846153846155,Rv1999c
0.20967741935483872,Rv2000
0.3181818181818182,Rv2023A
0.19047619047619047,Rv2039c
0.27941176470588236,Rv2047c
0.16393442622950818,ASpks-Rv2049c
0.1791044776119403,rpmG1
0.1568627450980392,Rv2059
0.3055555555555556,cobN
0.23376623376623376,Rv2079
0.3372093023255814,Rv2082
0.28378378378378377,Rv2087-pknJ
0.18309859154929578,pknJ
0.21333333333333335,pepE
0.25757575757575757,pafB
0.25301204819277107,vapC37
0.2602739726027397,mpa-lppK
0.273972602739726,Rv2120c-hisG
0.2716049382716049,Rv2128-Rv2129c
0.30666666666666664,pyrD
0.26153846153846155,PE_PGRS38-pbpB
0.25316455696202533,lppM
0.19444444444444445,Rv2180c
0.22857142857142856,TB16.3-Rv2186c
0.2571428571428571,qcrC
0.21686746987951808,ephD-dlaT
0.2898550724637681,Rv2237-Rv2237A
0.2077922077922078,accD6
0.3076923076923077,Rv2248
0.24390243902439024,mazF8
0.234375,cyp121
0.2463768115942029,Rv2280
0.32075471698113206,lppO
0.24324324324324326,Rv2308
0.2459016393442623,Rv2308-metV
0.32857142857142857,uspA
0.27380952380952384,stp-cysK1
0.16923076923076924,PE_PGRS39-asnT
0.2777777777777778,esxO
0.21052631578947367,esxO-esxP
0.2625,esxP
0.3333333333333333,plcC
0.17567567567567569,plcA
0.18421052631578946,PPE38-PPE39
0.32432432432432434,Rv2355-PPE40
0.2602739726027397,Rv2366c
0.18055555555555555,mbtB
0.2777777777777778,mbtA
0.15,Rv2395-mcr7
0.24242424242424243,subI
0.25675675675675674,Rv2401
0.2328767123287671,Rv2433c
0.2571428571428571,obg
0.26865671641791045,rpfE
0.2857142857142857,Rv2455c
0.21621621621621623,clpX
0.21794871794871795,aglA
0.2125,lipQ
0.24615384615384617,lipQ-argW
0.34210526315789475,Rv2488c
0.2698412698412698,vapC38
0.19444444444444445,bkdC
0.27906976744186046,accD1
0.2692307692307692,Rv2516c
0.2465753424657534,Rv2525c-vapB17
0.2923076923076923,pepQ
0.18032786885245902,lppA
0.24324324324324326,lppB
0.29508196721311475,vapB20-Rv2551c
0.2,Rv2562
0.24324324324324326,glnQ
0.2619047619047619,aspS-Rv2573
0.25,Rv2585c
0.2345679012345679,Rv2621c
0.21333333333333335,hrp1-Rv2627c
0.2564102564102564,Rv2629
0.24675324675324675,Rv2632c-Rv2633c
0.20967741935483872,Rv2644c-valT
0.2537313432835821,valU-Rv2645
0.296875,Rv2659c-Rv2660c
0.20238095238095238,Rv2661c
0.19230769230769232,ceoB
0.2638888888888889,Rv2693c
0.2361111111111111,Rv2712c
0.20588235294117646,fadE20
0.09210526315789473,recX
0.21621621621621623,Rv2750
0.20588235294117646,Rv2800-mazF9
0.2028985507246377,Rv2808-Rv2809
0.25,Rv2813-Rv2814c
0.18571428571428572,Rv2820c
0.19402985074626866,Rv2821c
0.2564102564102564,Rv2827c-Rv2828c
0.22666666666666666,Rv2828c
0.23529411764705882,vapB22-echA16
0.22727272727272727,echA16
0.28169014084507044,Rv2864c-relF
0.20253164556962025,mpt53-Rv2879c
0.2463768115942029,Rv2891
0.20967741935483872,fdhD
0.3333333333333333,lppW
0.23809523809523808,ppsA
0.19402985074626866,mas
0.2682926829268293,fadD28
0.30303030303030304,fadD29-Rv2951c
0.18518518518518517,Rv2952
0.2692307692307692,Rv2957-Rv2958c
0.25396825396825395,purU
0.15151515151515152,gltS
0.2631578947368421,pfkA-gatA
0.2638888888888889,Rv3015c
0.18604651162790697,Rv3047c
0.29850746268656714,nrdE
0.2222222222222222,nrdH-Rv3054c
0.2375,Rv3081
0.21176470588235294,Rv3081-virS
0.265625,Rv3115-moeB2
0.328125,fadB4-Rv3142c
0.27380952380952384,Rv3142c-Rv3143
0.2361111111111111,Rv3160c
0.25,Rv3173c-Rv3174
0.21818181818181817,Rv3174
0.23076923076923078,Rv3181c-Rv3182
0.20833333333333334,nudC
0.3048780487804878,Rv3201c
0.3793103448275862,Rv3202c
0.24358974358974358,Rv3220c
0.2602739726027397,Rv3236c
0.31746031746031744,mtrB
0.24358974358974358,Rv3249c
0.23684210526315788,fbiB
0.16666666666666666,Rv3263
0.34782608695652173,Rv3272
0.2857142857142857,Rv3282
0.2153846153846154,sseA
0.24285714285714285,pcd
0.2564102564102564,lhr
0.3013698630136986,sdhD
0.21875,Rv3346c-PPE55
0.3076923076923077,PPE55-Rv3348
0.24,Rv3351c
0.2054794520547945,relK
0.225,Rv3359-Rv3360
0.25609756097560976,Rv3365c
0.2698412698412698,spoU
0.18571428571428572,spoU-PE_PGRS51
0.22727272727272727,Rv3377c
0.20967741935483872,idsB-vapC46
0.2676056338028169,htdY
0.21052631578947367,Rv3395c-Rv3395A
0.2911392405063291,Rv3401
0.19444444444444445,Rv3402c
0.23076923076923078,Rv3406
0.2318840579710145,vapB47
0.2676056338028169,guaB2
0.1891891891891892,Rv3424c
0.2727272727272727,Rv3433c
0.25,esxU
0.23076923076923078,Rv3446c
0.1686746987951807,mycP4
0.19696969696969696,rmlC
0.14285714285714285,lipF
0.23863636363636365,otsA
0.20588235294117646,mce4C
0.24324324324324326,fadD19
0.22535211267605634,ltp3
0.1917808219178082,Rv3531c
0.2916666666666667,PPE61-PPE62
0.18571428571428572,kstD
0.34375,ltp2
0.18666666666666668,fdxB
0.2564102564102564,fadE30-fadD3
0.20512820512820512,Rv3591c
0.30158730158730157,lysS
0.208955223880597,folB
0.2962962962962963,espA-ephA
0.208955223880597,Rv3618
0.275,esxV
0.18681318681318682,esxW
0.35802469135802467,nth
0.19696969696969696,crp
0.1791044776119403,crp-Rv3677c
0.2698412698412698,Rv3680
0.35135135135135137,ponA2
0.21951219512195122,Rv3691
0.36486486486486486,Rv3701c
0.24675324675324675,recR
0.24,Rv3722c
0.136986301369863,cut5b
0.21212121212121213,Rv3725
0.21428571428571427,Rv3729
0.13924050632911392,PPE67-Rv3740c
0.21428571428571427,Rv3747-Rv3748
0.2727272727272727,proV
0.28,proX
0.26666666666666666,Rv3769-Rv3770c
0.2987012987012987,Rv3773c
0.2028985507246377,Rv3776
0.21052631578947367,glfT1
0.2463768115942029,Rv3785
0.28378378378378377,Rv3788
0.2463768115942029,fadE35
0.22784810126582278,pks13
0.2,fadD32
0.2631578947368421,fadD32-Rv3802c
0.17142857142857143,fbpA
0.2894736842105263,aftB
0.2054794520547945,papA2
0.3235294117647059,fadD23
0.29333333333333333,Rv3835
0.26582278481012656,Rv3837c
0.30392156862745096,ncrMT3949
0.28378378378378377,MTS2975-Rv3844
0.21621621621621623,Rv3845-sodA
0.2962962962962963,gltB-Rv3860
0.26582278481012656,Rv3863-espE
0.27380952380952384,espI
0.25,espK-espL
0.15853658536585366,eccD2
0.25,Rv3903c
0.2535211267605634,mutT4
0.20253164556962025,gid
0.29545454545454547,Rv3920c-Rv3921c
0.3048780487804878,Rv0191
0.1625,PE_PGRS17-Rv0979c
0.2948717948717949,pks12
0.14516129032258066,cadI-Rv2642
0.17567567567567569,pstP
0.1935483870967742,Rv0080
0.2375,Rv0093c
0.25,ctpI
0.19230769230769232,Rv0192A
0.1875,Rv0193c
0.18309859154929578,Rv0197
0.28205128205128205,Rv0205
0.2619047619047619,lipW
0.28205128205128205,Rv0257
0.21212121212121213,Rv0275c
0.3382352941176471,Rv0312
0.208955223880597,iniA
0.2261904761904762,Rv0359
0.2698412698412698,Rv0370c
0.2222222222222222,Rv0377
0.2261904761904762,purT
0.2638888888888889,ctpH
0.2898550724637681,Rv0431
0.2987012987012987,Rv0434
0.16901408450704225,moeA2
0.27631578947368424,Rv0484c
0.22972972972972974,proC
0.24242424242424243,mce2C
0.2222222222222222,lpqO
0.16176470588235295,Rv0610c
0.2857142857142857,Rv0621
0.20833333333333334,rplO
0.2894736842105263,xylB
0.36486486486486486,purB
0.25,Rv0818
0.20967741935483872,Rv0822c
0.34285714285714286,Rv0851c
0.23655913978494625,Rv0909
0.22666666666666666,pstS2
0.3,sucD
0.23684210526315788,mprA
0.25675675675675674,Rv0992c
0.25,moeA1
0.22058823529411764,Rv0996
0.1951219512195122,pabB
0.17647058823529413,Rv1012
0.23214285714285715,lpqU
0.2777777777777778,pra
0.2916666666666667,ppdK
0.3076923076923077,Rv1178
0.30985915492957744,esxL
0.323943661971831,Rv1215c
0.21333333333333335,Rv1226c
0.3225806451612903,Rv1250
0.2,deaD
0.25757575757575757,Rv1262c
0.29508196721311475,lprB
0.21794871794871795,Rv1301
0.2112676056338028,glgB
0.296875,glgP
0.3013698630136986,moeY
0.27586206896551724,Rv1375
0.23214285714285715,carB
0.20512820512820512,vapC10
0.1791044776119403,fmu
0.22950819672131148,ribG
0.2602739726027397,Rv1425
0.2727272727272727,echA12
0.1694915254237288,Rv1504c
0.21518987341772153,mmpL6
0.3380281690140845,nadC
0.3283582089552239,Rv1624c
0.2597402597402597,pks9
0.16216216216216217,cmr
0.2459016393442623,Rv1707
0.25396825396825395,Rv1708
0.34523809523809523,bacA
0.2,Rv1870c
0.19480519480519481,lppD
0.2647058823529412,aao
0.17105263157894737,Rv1949c
0.2191780821917808,Rv1979c
0.31746031746031744,Rv1998c
0.17105263157894737,Rv2036
0.22727272727272727,Rv2083
0.273972602739726,mptA
0.2191780821917808,fadD15
0.25333333333333335,cobS
0.2465753424657534,Rv2227
0.23943661971830985,Rv2240c
0.16071428571428573,sseB
0.20270270270270271,Rv2306A
0.1643835616438356,mez
0.2698412698412698,zur
0.22058823529411764,Rv2395
0.19696969696969696,Rv2415c
0.25,tig
0.24444444444444444,plsC
0.23943661971830985,nusB
0.2463768115942029,Rv2559c
0.3132530120481928,Rv2599
0.22972972972972974,Rv2628
0.24074074074074073,Rv2660c
0.28378378378378377,Rv2668
0.2153846153846154,Rv2683
0.2077922077922078,Rv2690c
0.2,Rv2714
0.2857142857142857,lppV
0.14285714285714285,Rv2813
0.3170731707317073,Rv2837c
0.2894736842105263,Rv2877c
0.2537313432835821,fadD26
0.2236842105263158,ppsB
0.26666666666666666,ppsE
0.26153846153846155,drrA
0.20930232558139536,pks15
0.1839080459770115,gatA
0.25333333333333335,Rv3096
0.1839080459770115,fprA
0.20512820512820512,devS
0.2191780821917808,pflA
0.18309859154929578,nuoI
0.2962962962962963,Rv3190c
0.25,Rv3193c
0.2647058823529412,Rv3200c
0.2153846153846154,lpqB
0.26506024096385544,rmlD
0.14864864864864866,purE
0.1794871794871795,pmmB
0.27631578947368424,sapM
0.2222222222222222,Rv3371
0.27380952380952384,echA18
0.21212121212121213,dxs2-Rv3380c
0.21621621621621623,cmaA1
0.29411764705882354,Rv3395c
0.2875,Rv3479
0.2962962962962963,Rv3551
0.2876712328767123,Rv3555c
0.21621621621621623,hsaA
0.21518987341772153,Rv3627c
0.22727272727272727,dppA
0.2054794520547945,Rv3689
0.22666666666666666,glpK
0.2602739726027397,dnaQ
0.3048780487804878,Rv3753c
0.3170731707317073,tcrY
0.21621621621621623,embC
0.1956521739130435,embB
0.2222222222222222,ubiA
0.26865671641791045,Rv3822
0.2894736842105263,mmpL8
0.20987654320987653,Rv3843c
0.24,gltB
0.234375,Rv3899c
0.21428571428571427,Rv3909
0.21333333333333335,ctpD
0.20512820512820512,Rv1668c
0.16417910447761194,Rv0175
0.38333333333333336,Rv1976c-Rv1977
0.2571428571428571,Rv2016
0.2714285714285714,Rv2084
0.21739130434782608,helY-tatC
0.3026315789473684,vapB37-Rv2105
0.2,fhaA
0.33783783783783783,Rv3060c-fadE22
0.28735632183908044,Rv3128c
0.3188405797101449,Rv3427c-Rv3428c
0.2289156626506024,Rv0036c
0.27631578947368424,hspR
0.23529411764705882,sigM
0.22857142857142856,Rv0064-vapB1
0.21951219512195122,emrB
0.2878787878787879,Rv2081c
0.275,PE21-Rv2100
0.325,Rv2949c
0.25,Rv3074
0.18666666666666668,Rv3399
0.27631578947368424,Rv3528c-Rv3529c
0.22666666666666666,Rv0010c-Rv0011c
0.2625,Rv0029
0.23529411764705882,Rv0042c
0.19642857142857142,Rv0071
0.22784810126582278,Rv0090-mtn
0.31343283582089554,Rv0111
0.2463768115942029,adhE1
0.2535211267605634,mce1A
0.20987654320987653,Rv0316
0.288135593220339,ansP2
0.30666666666666664,Rv0368c
0.16923076923076924,Rv0396
0.24615384615384617,mmpL1
0.21875,Rv0584
0.2537313432835821,rslA-Rv0737
0.21978021978021978,pknD
0.1917808219178082,mku
0.25,Rv1026
0.2608695652173913,Rv1154c
0.26666666666666666,Rv1176c-fdxC
0.23529411764705882,cysN
0.25396825396825395,Rv1319c
0.2676056338028169,Rv1324
0.25333333333333335,pncB1
0.2727272727272727,Rv1393c
0.2753623188405797,lipL-Rv1498c
0.24285714285714285,Rv1616
0.2073170731707317,Rv1639c
0.2222222222222222,eccE5
0.3114754098360656,Rv1829-Rv1830
0.21739130434782608,nanT
0.18840579710144928,fadE18
0.22388059701492538,cobG
0.21333333333333335,Rv2118c
0.3125,aroG-Rv2179c
0.2361111111111111,htpG
0.2835820895522388,Rv2307c-Rv2307A
0.2692307692307692,dnaG
0.29333333333333333,phoH1
0.2608695652173913,Rv2464c
0.17142857142857143,accA1
0.25,lysU-PE26
0.25287356321839083,apt
0.20588235294117646,Rv2662
0.3,relG-Rv2867c
0.20481927710843373,thiL
0.2222222222222222,Rv3050c-nrdE
0.1625,Rv3207c-Rv3208
0.18518518518518517,Rv3212
0.29577464788732394,aroA
0.2328767123287671,echA20
0.2916666666666667,lppH
0.2916666666666667,folK
0.3275862068965517,Rv3611
0.18571428571428572,Rv3730c
0.313953488372093,Rv3888c-espG2
0.27419354838709675,Rv0571c
0.2698412698412698,Rv3587c
0.25925925925925924,gyrB
0.15151515151515152,embR
0.13114754098360656,Rv2168c-Rv2169c
0.18571428571428572,Rv2263
0.24050632911392406,Rv2434c
0.25333333333333335,Rv3183-Rv3184
0.14285714285714285,Rv3185-Rv3186
0.29577464788732394,accE5
0.225,esxD
0.21428571428571427,Rv1290c
0.21052631578947367,gnd1
0.24285714285714285,Rv1883c
0.1935483870967742,Rv1888c
0.34328358208955223,PE27A-esxR
0.35064935064935066,esxR-esxS
0.28205128205128205,rpsM-rpmJ
0.24358974358974358,Rv3655c
0.2631578947368421,ponA1
0.323943661971831,Rv0576
0.3,ptrBb-emrB
0.2962962962962963,Rv2061c-cobN
0.2028985507246377,lppJ
0.27710843373493976,dinP
0.24285714285714285,dnaB
0.22972972972972974,pepA
0.27941176470588236,mak
0.24705882352941178,mce1F
0.2702702702702703,echA1
0.2542372881355932,Rv0258c
0.2608695652173913,oplA
0.2631578947368421,fadD2
0.2222222222222222,lpqJ
0.25316455696202533,phoP
0.26744186046511625,Rv0775
0.20512820512820512,cpsY
0.2777777777777778,ctpE
0.2692307692307692,fadD14
0.2535211267605634,Rv1063c-lpqV
0.2361111111111111,Rv1152
0.1794871794871795,thrC
0.23529411764705882,tal
0.32051282051282054,Rv1516c
0.3176470588235294,Rv1516c-Rv1517
0.21052631578947367,mmpL12
0.1891891891891892,treX
0.2153846153846154,pykA
0.2857142857142857,uvrB
0.27472527472527475,Rv1877
0.24285714285714285,Rv1891
0.21951219512195122,mce3D
0.29850746268656714,Rv2052c
0.15151515151515152,metH
0.203125,Rv2257c
0.38461538461538464,bkdA-citE
0.2840909090909091,dhaA
0.2727272727272727,Rv2647-Rv2648
0.28378378378378377,Rv2652c-Rv2653c
0.2608695652173913,fadD29
0.34782608695652173,pgmA
0.1891891891891892,Rv3179-Rv3180c
0.15714285714285714,secA1
0.25333333333333335,choD
0.2318840579710145,Rv3475-kgtP
0.3108108108108108,fadE27
0.2839506172839506,Rv3635
0.18333333333333332,Rv3635-Rv3636
0.23880597014925373,Rv3693
0.3026315789473684,echA21
0.28205128205128205,aftB-ubiA
0.25316455696202533,ethR
0.25,Rv3857c-gltD
0.12857142857142856,PE_PGRS9-PE_PGRS10
0.3064516129032258,Rv2106-PE22
0.23376623376623376,Rv2478c-Rv2479c
0.20987654320987653,Rv3178-Rv3179
0.23880597014925373,Rv1682
0.23880597014925373,Rv2024c
0.2698412698412698,PPE53-Rv3160c
0.21794871794871795,idsB
0.2236842105263158,bpoA-Rv3474
0.26744186046511625,Rv3897c
0.275,mshD-phoT
0.22666666666666666,Rv0922-Rv0923c
0.19480519480519481,Rv0961
0.24705882352941178,ncrMT1234-esxK
0.22093023255813954,frdD-Rv1556
0.18181818181818182,pyrG
0.3125,Rv1774
0.11940298507462686,rpfC
0.25301204819277107,cobM
0.2857142857142857,Rv2323c-Rv2324
0.2638888888888889,Rv3324A
0.25301204819277107,clpC1-mpr17
0.24,Rv3630
0.25,Rv3649
0.19117647058823528,B11
0.2112676056338028,rsfB
0.25,ileT-alaT
0.20238095238095238,Rv0051
0.20588235294117646,Rv0063-Rv0064
0.23469387755102042,Rv0075
0.225,Rv0082
0.22388059701492538,Rv0083
0.28205128205128205,nrp
0.1875,Rv0102
0.3157894736842105,Rv0149
0.27848101265822783,mce1B
0.1927710843373494,lipC
0.21818181818181817,Rv0225
0.3157894736842105,Rv0281
0.19480519480519481,eccB3
0.19298245614035087,Rv0296c
0.22666666666666666,PE6-Rv0336
0.273972602739726,Rv0345
0.3,Rv0365c
0.275,Rv0387c-PPE9
0.25316455696202533,lpqK
0.16666666666666666,mmpS1
0.3235294117647059,Rv0406c
0.3055555555555556,lpqM
0.2839506172839506,Rv0439c
0.21794871794871795,Rv0457c-Rv0458
0.2692307692307692,Rv0458
0.19402985074626866,Rv0474-hbhA
0.29850746268656714,murB
0.22972972972972974,Rv0487
0.2463768115942029,Rv0552
0.32051282051282054,nrdZ
0.3076923076923077,Rv0625c
0.2638888888888889,recC
0.30337078651685395,mmaA4
0.2318840579710145,Rv0647c
0.25333333333333335,rplL
0.2898550724637681,lpqP
0.18181818181818182,lldD1
0.25675675675675674,Rv0697-Rv0698
0.14285714285714285,Rv0698
0.25301204819277107,atsA
0.2564102564102564,Rv0713
0.2535211267605634,ptrBb
