bayes,locus
0.21839080459770116,Rv0024
0.25333333333333335,Rv0045c
0.29850746268656714,Rv0063
0.30985915492957744,Rv0090
0.23809523809523808,ephF
0.2682926829268293,Rv0176
0.22535211267605634,PE_PGRS3-PE_PGRS4
0.2112676056338028,pks6
0.21176470588235294,Rv0420c-Rv0421c
0.2112676056338028,Rv0466-icl1
0.36923076923076925,senX3-regX3
0.3108108108108108,Rv0712-Rv0713
0.2898550724637681,Rv0759c-Rv0760c
0.2112676056338028,Rv0794c-Rv0795
0.3150684931506849,Rv0823c
0.3157894736842105,Rv0888
0.1728395061728395,Rv0927c
0.2891566265060241,Rv1042c-Rv1043c
0.2876712328767123,Rv1045
0.24705882352941178,Rv1179c-pks3
0.23684210526315788,Rv1225c
0.3108108108108108,Rv1258c
0.22388059701492538,mcr11
0.24324324324324326,Rv1269c
0.3116883116883117,opcA
0.2987012987012987,Rv1506c-Rv1507c
0.27692307692307694,plsB1
0.2878787878787879,Rv1730c
0.20481927710843373,Rv1775
0.2804878048780488,Rv1907c
0.3442622950819672,Rv1990A-mazF6
0.22535211267605634,ctpF
0.25675675675675674,dosT
0.2903225806451613,Rv2148c
0.25757575757575757,Rv2264c
0.2602739726027397,mmpL9
0.34146341463414637,plcA-PPE38
0.3114754098360656,Rv2405-Rv2406c
0.2976190476190476,Rv2437
0.30666666666666664,vapB17
0.3088235294117647,vapB18
0.24096385542168675,Rv2709
0.19672131147540983,clgR
0.2916666666666667,Rv2823c
0.3333333333333333,cobB
0.2876712328767123,Rv2862c-vapB23
0.20481927710843373,lppW-trmD
0.21739130434782608,Rv2923c
0.2465753424657534,Rv3428c-PPE59
0.1780821917808219,gadB
0.30357142857142855,Rv3483c
0.18604651162790697,ddn-Rv3548c
0.22413793103448276,ponA2-Rv3683
0.2125,Rv3727
0.28378378378378377,Rv3766
0.30434782608695654,lipE-Rv3776
0.19480519480519481,Rv3802c-fbpD
0.2638888888888889,Rv3829c
0.23333333333333334,Rv3830c
0.33783783783783783,Rv3847
0.2,espK
0.3148148148148148,eccC2
0.34375,dnaA-dnaN
0.3055555555555556,alaT-Rv0008c
0.22077922077922077,Rv0012
0.12121212121212122,pknB
0.25,pknA
0.23809523809523808,fhaA-leuT
0.17567567567567569,whiB5-Rv0023
0.3181818181818182,Rv0027
0.3389830508474576,bioF2
0.25333333333333335,fadD34
0.30158730158730157,fadD34-Rv0036c
0.2638888888888889,leuS
0.25,dnaB-Rv0059
0.3287671232876712,Rv0061c
0.24719101123595505,Rv0067c-Rv0068
0.24096385542168675,glyA2-Rv0071
0.22727272727272727,Rv0078A
0.2839506172839506,hycE-Rv0088
0.325,Rv0088-Rv0089
0.22988505747126436,Rv0104
0.19696969696969696,hddA
0.2545454545454545,hddA-ldtA
0.37662337662337664,oxyS
0.25,fusA2
0.28378378378378377,cyp138
0.2625,fadD5
0.25,mce1D
0.2361111111111111,sigG
0.27631578947368424,Rv0185
0.28169014084507044,mymT-Rv0187
0.2153846153846154,Rv0194
0.2222222222222222,Rv0210-pckA
0.2597402597402597,Rv0221
0.29577464788732394,Rv0223c
0.35443037974683544,Rv0226c
0.30864197530864196,aftD
0.21621621621621623,fadE5
0.25,Rv0245
0.19696969696969696,nirB
0.34177215189873417,vapB25
0.21686746987951808,eccD3
0.2647058823529412,Rv0302
0.22666666666666666,Rv0311
0.19444444444444445,Rv0314c
0.25757575757575757,Rv0315
0.24,dcd-udgA
0.27848101265822783,Rv0330c-Rv0331
0.2608695652173913,Rv0374c
0.2676056338028169,Rv0376c
0.35714285714285715,Rv0380c
0.2222222222222222,Rv0398c
0.2,fadD30
0.24675324675324675,Rv0439c-groEL2
0.3048780487804878,rskA
0.2191780821917808,sigK-Rv0446c
0.2191780821917808,mmpS4-Rv0452
0.2962962962962963,Rv0452
0.3013698630136986,Rv0457c
0.19672131147540983,pcaA-Rv0470A
0.26582278481012656,mshA
0.24285714285714285,Rv0492c
0.2839506172839506,Rv0518-Rv0519c
0.26595744680851063,ccsA
0.14492753623188406,Rv0530
0.275,galE3
0.3384615384615385,Rv0537c
0.3125,vapB3-fadD8
0.21428571428571427,Rv0565c
0.27631578947368424,Rv0575c
0.18666666666666668,Rv0585c-mce2R
0.3384615384615385,yrbE2B
0.359375,mce2B
0.3,mce2F
0.2857142857142857,Rv0597c-vapC27
0.275,tcrA-Rv0603
0.3287671232876712,Rv0613c
0.27631578947368424,recD
0.18840579710144928,mmaA2
0.23728813559322035,vapC6
0.2222222222222222,atsD
0.3333333333333333,echA4
0.296875,mmpL5
0.2087912087912088,Rv0679c
0.2328767123287671,rpsL
0.23333333333333334,Rv0691c
0.23376623376623376,Rv0697
0.29850746268656714,Rv0699
0.3333333333333333,Rv0726c
0.2328767123287671,Rv0744c-Rv0745
0.21794871794871795,Rv0745
0.30434782608695654,Rv0749A-Rv0750
0.2916666666666667,cyp51
0.2916666666666667,Rv0767c
0.27586206896551724,aldA
0.3,ggtA
0.2571428571428571,Rv0789c
0.36363636363636365,purF
0.19736842105263158,sseC2
0.2727272727272727,Rv0825c
0.23809523809523808,lpqR
0.189873417721519,narL
0.2753623188405797,pdc-Rv0854
0.3108108108108108,far
0.2891566265060241,dapC
0.28125,rpfA
0.171875,Rv0874c
0.2898550724637681,Rv0877
0.22093023255813954,Rv0890c
0.27941176470588236,Rv0893c
0.23170731707317074,Rv0893c-Rv0894
0.23529411764705882,Rv0907
0.1,PE7-betP
0.2753623188405797,Rv0927c-pstS3
0.273972602739726,Rv0939
0.18055555555555555,Rv0959
0.24675324675324675,Rv0964c-Rv0965c
0.25,accD2
0.3698630136986301,PE_PGRS18-mprA
0.2987012987012987,mprB-pepD
0.25,Rv0987
0.25882352941176473,Rv0988
0.3076923076923077,grcC2
0.2903225806451613,Rv0991c-Rv0992c
0.2222222222222222,rimJ
0.275,eno
0.17391304347826086,kdpE
0.2054794520547945,Rv1046c
0.3108108108108108,Rv1048c
0.2235294117647059,mpr5-Rv1052
0.30985915492957744,Rv1072-Rv1073
0.35,lipU
0.1875,celA2b
0.24675324675324675,MTS0858-glyA1
0.2835820895522388,Rv1105
0.24691358024691357,Rv1117
0.2948717948717949,Rv1136-Rv1137c
0.2222222222222222,pimE
0.27450980392156865,mutT2
0.265625,mutT2-narG
0.24242424242424243,narJ
0.3384615384615385,lpqW
0.17647058823529413,mmpL10
0.2465753424657534,fadD21
0.2894736842105263,fadD36
0.26666666666666666,Rv1194c
0.25,fadD6
