bayes,locus
0.19718309859154928,Rv0026
0.2222222222222222,Rv0029
0.23376623376623376,Rv0064-vapB1
0.24324324324324326,Rv0067c-Rv0068
0.1935483870967742,hddA
0.2962962962962963,Rv0147
0.33783783783783783,Rv0149
0.25,Rv0161
0.26506024096385544,mmpL11-Rv0203
0.23728813559322035,fadE3
0.21052631578947367,Rv0249c-Rv0250c
0.3188405797101449,pks6
0.23684210526315788,glnH
0.3492063492063492,senX3-regX3
0.17142857142857143,Rv0499
0.208955223880597,gabP
0.2911392405063291,nrdZ
0.3287671232876712,Rv0584
0.36231884057971014,mce2D
0.3424657534246575,galTb
0.36904761904761907,Rv0634A
0.2727272727272727,Rv0689c-Rv0690c
0.24675324675324675,Rv0698
0.22727272727272727,atsA
0.22666666666666666,Rv0750-mmsB
0.2112676056338028,mshD-phoT
0.26865671641791045,Rv0830
0.3287671232876712,far-Rv0856
0.28125,Rv0890c
0.2804878048780488,Rv0922-Rv0923c
0.3076923076923077,Rv0927c
0.16417910447761194,pstS2
0.2876712328767123,Rv0943c
0.2753623188405797,Rv1012
0.225,Rv1139c-Rv1140
0.2465753424657534,Rv1179c-pks3
0.22727272727272727,ncrMT1234-esxK
0.32,Rv1322
0.16049382716049382,Rv1435c
0.2727272727272727,Rv1488
0.325,Rv1498c
0.2191780821917808,Rv1503c
0.265625,Rv1506c-Rv1507c
0.2898550724637681,fadD11
0.2676056338028169,cya
0.24050632911392406,pks8
0.2602739726027397,Rv1672c
0.2631578947368421,Rv1729c
0.20512820512820512,Rv1841c
0.26732673267326734,Rv1868
0.2857142857142857,Rv1895
0.2375,mce3C
0.3225806451612903,Rv1977
0.28378378378378377,Rv1996
0.14102564102564102,Rv2059
0.2916666666666667,Rv2081c
0.38571428571428573,Rv2082
0.25333333333333335,vapB37-Rv2105
0.13333333333333333,Rv2106-PE22
0.2835820895522388,Rv2113
0.22388059701492538,Rv2227
0.2911392405063291,Rv2248-glpD1
0.2727272727272727,cyp121
0.2,stp
0.3235294117647059,mbtI-Rv2387
0.22058823529411764,Rv2390c-sirA
0.23076923076923078,Rv2478c
0.2857142857142857,bkdB
0.3287671232876712,scoA
0.288135593220339,Rv2562
0.21739130434782608,Rv2625c
0.21818181818181817,Rv2630-Rv2631
0.25,Rv2660c
0.27692307692307694,Rv2706c
0.30158730158730157,Rv2797c
0.1935483870967742,Rv2809
0.26865671641791045,Rv2823c
0.3037974683544304,ugpA
0.34285714285714286,ppsA
0.29508196721311475,Rv3175
0.2236842105263158,Rv3337
0.2535211267605634,PPE55-Rv3348
0.34328358208955223,dnaE2
0.2222222222222222,lytB1
0.32,Rv3395c-Rv3395A
0.22857142857142856,alr-Rv3424c
0.3389830508474576,Rv3468c
0.18840579710144928,cyp125
0.2318840579710145,mutY
0.24358974358974358,dppD
0.18666666666666668,serV-Rv3723
0.18840579710144928,cut5b
0.19480519480519481,ctpJ-nmtR
0.21739130434782608,Rv3769
0.34375,Rv3787c
0.27692307692307694,Rv3836
0.2328767123287671,MTS2975-Rv3844
0.2727272727272727,espE
0.2631578947368421,espK
0.21428571428571427,Rv3900c
0.3076923076923077,gid
0.18181818181818182,dnaA-dnaN
0.26666666666666666,recF
0.27380952380952384,Rv0007
0.2839506172839506,alaT-Rv0008c
0.25333333333333335,pstP-fhaB
0.30303030303030304,Rv0031-bioF2
0.3333333333333333,bioF2
0.3333333333333333,Rv0039c
0.32857142857142857,Rv0042c
0.2926829268292683,Rv0047c
0.2465753424657534,Rv0061c
0.2727272727272727,Rv0067c
0.21333333333333335,Rv0073
0.2537313432835821,Rv0075
0.2597402597402597,Rv0079
0.2714285714285714,Rv0080
0.3384615384615385,Rv0093c
0.2777777777777778,nrp
0.22826086956521738,Rv0106-ctpI
0.24358974358974358,ctpI
0.20512820512820512,Rv0108c-PE_PGRS1
0.3220338983050847,oxyS
0.2222222222222222,cyp138
0.2804878048780488,fadD5
0.24242424242424243,yrbE1A
0.33766233766233766,yrbE1B
0.28378378378378377,mce1A
0.2608695652173913,Rv0178
0.19444444444444445,Rv0181c
0.2727272727272727,Rv0187
0.19298245614035087,ilvD
0.2571428571428571,Rv0194
0.2463768115942029,Rv0197
0.23880597014925373,zmp1
0.29577464788732394,Rv0201c
0.27692307692307694,mmpL11
0.359375,pckA
0.2028985507246377,nadR
0.3287671232876712,Rv0213c
0.2833333333333333,fadE3-Rv0216
0.2191780821917808,lipW
0.26744186046511625,Rv0223c
0.2823529411764706,Rv0226c
0.27380952380952384,fadE5
0.20588235294117646,fadE5-Rv0245
0.21428571428571427,Rv0259c
0.16666666666666666,Rv0260c
0.2558139534883721,Rv0264c
0.21518987341772153,narU
0.20270270270270271,Rv0276
0.2698412698412698,eccB3
0.2535211267605634,tam
0.29411764705882354,pcp
0.24358974358974358,Rv0323c
0.21428571428571427,Rv0333
0.27941176470588236,Rv0364
0.2537313432835821,Rv0376c
0.19736842105263158,Rv0383c
0.2361111111111111,clpB-Rv0385
0.30985915492957744,lpqK
0.265625,ctpH
0.1927710843373494,Rv0461
0.23170731707317074,Rv0470A
0.2222222222222222,Rv0473
0.30434782608695654,Rv0479c
0.3055555555555556,gpm1-senX3
0.2153846153846154,Rv0504c
0.2571428571428571,hemA
0.2537313432835821,Rv0525
0.2777777777777778,fabH
0.2962962962962963,Rv0538
0.2676056338028169,pitA
0.23684210526315788,Rv0552
0.2916666666666667,bpoC-menD
0.28,menH
