bayes,locus
0.2903225806451613,Rv0026
0.296875,Rv0029
0.2777777777777778,Rv0064-vapB1
0.38596491228070173,Rv0067c-Rv0068
0.2894736842105263,hddA
0.22857142857142856,Rv0147
0.37349397590361444,Rv0149
0.22535211267605634,Rv0161
0.21333333333333335,mmpL11-Rv0203
0.30158730158730157,fadE3
0.34615384615384615,Rv0249c-Rv0250c
0.375,pks6
0.3125,glnH
0.3448275862068966,senX3-regX3
0.3333333333333333,Rv0499
0.3026315789473684,gabP
0.2777777777777778,nrdZ
0.27419354838709675,Rv0584
0.22058823529411764,mce2D
0.2777777777777778,galTb
0.25,Rv0634A
0.28169014084507044,Rv0689c-Rv0690c
0.34285714285714286,Rv0698
0.3170731707317073,atsA
0.42857142857142855,Rv0750-mmsB
0.3382352941176471,mshD-phoT
0.30864197530864196,Rv0830
0.23809523809523808,far-Rv0856
0.3050847457627119,Rv0890c
0.29508196721311475,Rv0922-Rv0923c
0.3389830508474576,Rv0927c
0.3076923076923077,pstS2
0.21739130434782608,Rv0943c
0.3333333333333333,Rv1012
0.23809523809523808,Rv1139c-Rv1140
0.2647058823529412,Rv1179c-pks3
0.2857142857142857,ncrMT1234-esxK
0.34285714285714286,Rv1322
0.30666666666666664,Rv1435c
0.2714285714285714,Rv1488
0.3220338983050847,Rv1498c
0.2702702702702703,Rv1503c
0.16071428571428573,Rv1506c-Rv1507c
0.4307692307692308,fadD11
0.36,cya
0.3333333333333333,pks8
0.25333333333333335,Rv1672c
0.2839506172839506,Rv1729c
0.3382352941176471,Rv1841c
0.27941176470588236,Rv1868
0.24358974358974358,Rv1895
0.3235294117647059,mce3C
0.26865671641791045,Rv1977
0.3424657534246575,Rv1996
0.31746031746031744,Rv2059
0.32098765432098764,Rv2081c
0.2638888888888889,Rv2082
0.3194444444444444,vapB37-Rv2105
0.3188405797101449,Rv2106-PE22
0.4057971014492754,Rv2113
0.35384615384615387,Rv2227
0.28125,Rv2248-glpD1
0.2535211267605634,cyp121
0.323943661971831,stp
0.34177215189873417,mbtI-Rv2387
0.3333333333333333,Rv2390c-sirA
0.29850746268656714,Rv2478c
0.2535211267605634,bkdB
0.38461538461538464,scoA
0.34285714285714286,Rv2562
0.2111111111111111,Rv2625c
0.2962962962962963,Rv2630-Rv2631
0.2318840579710145,Rv2660c
0.29333333333333333,Rv2706c
0.4166666666666667,Rv2797c
0.3783783783783784,Rv2809
0.4,Rv2823c
0.25925925925925924,ugpA
0.3835616438356164,ppsA
0.2702702702702703,Rv3175
0.2537313432835821,Rv3337
0.2727272727272727,PPE55-Rv3348
0.27058823529411763,dnaE2
0.375,lytB1
0.3220338983050847,Rv3395c-Rv3395A
0.3333333333333333,alr-Rv3424c
0.2676056338028169,Rv3468c
0.3103448275862069,cyp125
0.3333333333333333,mutY
0.225,dppD
0.3246753246753247,serV-Rv3723
0.22950819672131148,cut5b
0.32857142857142857,ctpJ-nmtR
0.3076923076923077,Rv3769
0.2898550724637681,Rv3787c
0.25316455696202533,Rv3836
0.2602739726027397,MTS2975-Rv3844
0.3076923076923077,espE
0.25,espK
0.328125,Rv3900c
0.24242424242424243,gid
0.27710843373493976,dnaA-dnaN
0.24175824175824176,recF
0.18421052631578946,Rv0007
0.38333333333333336,alaT-Rv0008c
0.28,pstP-fhaB
0.3142857142857143,Rv0031-bioF2
0.1927710843373494,bioF2
0.37662337662337664,Rv0039c
0.29333333333333333,Rv0042c
0.2676056338028169,Rv0047c
0.25,Rv0061c
0.32098765432098764,Rv0067c
0.30303030303030304,Rv0073
0.3333333333333333,Rv0075
0.27692307692307694,Rv0079
0.28125,Rv0080
0.2916666666666667,Rv0093c
0.28378378378378377,nrp
0.33695652173913043,Rv0106-ctpI
0.23880597014925373,ctpI
0.24324324324324326,Rv0108c-PE_PGRS1
0.26506024096385544,oxyS
0.23880597014925373,cyp138
0.2631578947368421,fadD5
0.3333333333333333,yrbE1A
0.30158730158730157,yrbE1B
0.3698630136986301,mce1A
0.3387096774193548,Rv0178
0.2839506172839506,Rv0181c
0.24358974358974358,Rv0187
0.2777777777777778,ilvD
0.28,Rv0194
0.30666666666666664,Rv0197
0.2903225806451613,zmp1
