bayes,locus
0.2153846153846154,Rv0026
0.273972602739726,Rv0029
0.24358974358974358,Rv0064-vapB1
0.29850746268656714,Rv0067c-Rv0068
0.2638888888888889,hddA
0.2647058823529412,Rv0147
0.2875,Rv0149
0.29577464788732394,Rv0161
0.18666666666666668,mmpL11-Rv0203
0.28169014084507044,fadE3
0.3090909090909091,Rv0249c-Rv0250c
0.32857142857142857,pks6
0.2923076923076923,glnH
0.2676056338028169,senX3-regX3
0.24285714285714285,Rv0499
0.18181818181818182,gabP
0.2835820895522388,nrdZ
0.3508771929824561,Rv0584
0.34328358208955223,mce2D
0.19736842105263158,galTb
0.2857142857142857,Rv0634A
0.2602739726027397,Rv0689c-Rv0690c
0.288135593220339,Rv0698
0.3125,atsA
0.3380281690140845,Rv0750-mmsB
0.2112676056338028,mshD-phoT
0.21666666666666667,Rv0830
0.22784810126582278,far-Rv0856
0.25806451612903225,Rv0890c
0.21052631578947367,Rv0922-Rv0923c
0.3088235294117647,Rv0927c
0.21666666666666667,pstS2
0.2857142857142857,Rv0943c
0.2236842105263158,Rv1012
0.203125,Rv1139c-Rv1140
0.32954545454545453,Rv1179c-pks3
0.2835820895522388,ncrMT1234-esxK
0.20588235294117646,Rv1322
0.38596491228070173,Rv1435c
0.2948717948717949,Rv1488
0.2682926829268293,Rv1498c
0.3116883116883117,Rv1503c
0.20512820512820512,Rv1506c-Rv1507c
0.2962962962962963,fadD11
0.3287671232876712,cya
0.2676056338028169,pks8
0.2857142857142857,Rv1672c
0.323943661971831,Rv1729c
0.35384615384615387,Rv1841c
0.2962962962962963,Rv1868
0.2,Rv1895
0.26666666666666666,mce3C
0.2916666666666667,Rv1977
0.29069767441860467,Rv1996
0.21794871794871795,Rv2059
0.2625,Rv2081c
0.36363636363636365,Rv2082
0.2608695652173913,vapB37-Rv2105
0.2647058823529412,Rv2106-PE22
0.2535211267605634,Rv2113
0.2676056338028169,Rv2227
0.203125,Rv2248-glpD1
0.2698412698412698,cyp121
0.27419354838709675,stp
0.2625,mbtI-Rv2387
0.3088235294117647,Rv2390c-sirA
0.2463768115942029,Rv2478c
0.33783783783783783,bkdB
0.35294117647058826,scoA
0.25675675675675674,Rv2562
0.25,Rv2625c
0.25882352941176473,Rv2630-Rv2631
0.2235294117647059,Rv2660c
0.26582278481012656,Rv2706c
0.2054794520547945,Rv2797c
0.37333333333333335,Rv2809
0.27631578947368424,Rv2823c
0.2876712328767123,ugpA
0.27692307692307694,ppsA
0.17105263157894737,Rv3175
0.15384615384615385,Rv3337
0.24390243902439024,PPE55-Rv3348
0.265625,dnaE2
0.26582278481012656,lytB1
0.2835820895522388,Rv3395c-Rv3395A
0.2891566265060241,alr-Rv3424c
0.2222222222222222,Rv3468c
0.28125,cyp125
0.24615384615384617,mutY
0.2911392405063291,dppD
0.32098765432098764,serV-Rv3723
0.2753623188405797,cut5b
0.2,ctpJ-nmtR
0.273972602739726,Rv3769
0.33766233766233766,Rv3787c
0.2465753424657534,Rv3836
0.3103448275862069,MTS2975-Rv3844
0.34831460674157305,espE
0.26865671641791045,espK
0.26153846153846155,Rv3900c
0.2875,gid
0.2898550724637681,dnaA-dnaN
0.30952380952380953,recF
0.32098765432098764,Rv0007
0.2676056338028169,alaT-Rv0008c
0.2835820895522388,pstP-fhaB
0.15492957746478872,Rv0031-bioF2
0.3333333333333333,bioF2
0.17721518987341772,Rv0039c
0.2631578947368421,Rv0042c
0.225,Rv0047c
0.2602739726027397,Rv0061c
0.25,Rv0067c
0.21052631578947367,Rv0073
0.26865671641791045,Rv0075
0.21333333333333335,Rv0079
0.27941176470588236,Rv0080
0.25806451612903225,Rv0093c
0.3055555555555556,nrp
0.3181818181818182,Rv0106-ctpI
0.2987012987012987,ctpI
0.27586206896551724,Rv0108c-PE_PGRS1
0.25862068965517243,oxyS
0.328125,cyp138
0.3375,fadD5
0.34782608695652173,yrbE1A
0.234375,yrbE1B
0.21686746987951808,mce1A
0.23529411764705882,Rv0178
0.22727272727272727,Rv0181c
0.28205128205128205,Rv0187
0.3,ilvD
0.208955223880597,Rv0194
0.17567567567567569,Rv0197
0.24096385542168675,zmp1
0.23076923076923078,Rv0201c
0.19480519480519481,mmpL11
0.2638888888888889,pckA
0.28,nadR
0.36507936507936506,Rv0213c
0.16091954022988506,fadE3-Rv0216
0.20512820512820512,lipW
0.2638888888888889,Rv0223c
0.1891891891891892,Rv0226c
0.203125,fadE5
0.22857142857142856,fadE5-Rv0245
0.3013698630136986,Rv0259c
0.29545454545454547,Rv0260c
0.3411764705882353,Rv0264c
0.25,narU
0.22857142857142856,Rv0276
0.20634920634920634,eccB3
0.22857142857142856,tam
0.21739130434782608,pcp
0.21212121212121213,Rv0323c
0.21686746987951808,Rv0333
0.25301204819277107,Rv0364
0.2948717948717949,Rv0376c
0.3013698630136986,Rv0383c
0.3116883116883117,clpB-Rv0385
0.2647058823529412,lpqK
0.208955223880597,ctpH
0.32,Rv0461
0.2839506172839506,Rv0470A
0.32926829268292684,Rv0473
0.2638888888888889,Rv0479c
0.24285714285714285,gpm1-senX3
0.20270270270270271,Rv0504c
0.18055555555555555,hemA
0.23880597014925373,Rv0525
0.2702702702702703,fabH
0.24675324675324675,Rv0538
0.22580645161290322,pitA
0.21333333333333335,Rv0552
0.3076923076923077,bpoC-menD
0.2261904761904762,menH
0.23376623376623376,Rv0572c
0.3392857142857143,Rv0576
0.18518518518518517,Rv0579
0.2564102564102564,lpqN
0.2682926829268293,Rv0585c
0.2948717948717949,Rv0597c-vapC27
0.2318840579710145,B55
0.22784810126582278,Rv0610c
0.22058823529411764,recD
0.3037974683544304,recB
0.2535211267605634,recC
0.2911392405063291,hadA
0.35185185185185186,Rv0647c
0.25,Rv0648
0.23076923076923078,Rv0650
0.30303030303030304,Rv0650-rplJ
0.23809523809523808,vapC6-vapB6
0.234375,vapB8
0.28169014084507044,rpoB
0.23076923076923078,mmpL5
0.25925925925925924,Rv0678-Rv0679c
0.18181818181818182,Rv0680c-Rv0681
0.26666666666666666,Rv0686
0.26136363636363635,lldD1-Rv0695
0.22807017543859648,rplD
0.26666666666666666,Rv0712-Rv0713
0.28,sppA
0.24615384615384617,xylB
0.28205128205128205,Rv0731c
0.2236842105263158,secY
0.296875,rslA
0.3333333333333333,Rv0739
0.29411764705882354,phoP
0.3246753246753247,phoR
0.22950819672131148,Rv0760c
0.2222222222222222,aldA
0.352112676056338,Rv0774c
0.2878787878787879,Rv0779c
0.29411764705882354,Rv0790c
0.2289156626506024,Rv0813c
0.31746031746031744,Rv0818
0.1780821917808219,Rv0831c
0.22666666666666666,lpqQ
0.22857142857142856,pip
0.34831460674157305,Rv0845
0.35526315789473684,lpqS-cysK2
0.24615384615384617,prrB
0.3026315789473684,accD3
0.24096385542168675,echA6
0.23529411764705882,Rv0907
0.19736842105263158,PE7-betP
0.15625,betP
0.29850746268656714,Rv0923c
0.21333333333333335,Rv0925c
0.2463768115942029,Rv0926c
0.18666666666666668,pstS2-pstB
0.32098765432098764,pstA2
0.25,mku
0.24561403508771928,pgi
0.24285714285714285,uvrD1
0.2692307692307692,purH
0.25,Rv0966c-csoR
0.35714285714285715,ctpV
0.3055555555555556,echA7
0.3,Rv0976c
0.26153846153846155,Rv0986
0.23529411764705882,Rv0987
0.1694915254237288,Rv0998
0.29577464788732394,rpfB
0.3488372093023256,mfd
0.27380952380952384,lpqU
0.2153846153846154,eno
0.2727272727272727,kdpB
0.35526315789473684,PE8-Rv1041c
0.25,Rv1056-Rv1057
0.23684210526315788,Rv1069c
0.24691358024691357,Rv1072-Rv1073
0.3,Rv1087A-PE9
0.18571428571428572,PE10-celA2a
0.20253164556962025,glpX
0.323943661971831,Rv1101c-mazF3
0.2972972972972973,Rv1112-vapB32
0.1891891891891892,Rv1115-Rv1116
0.3157894736842105,Rv1118c
0.19753086419753085,Rv1132
0.18181818181818182,metE-Rv1134
0.3230769230769231,mcr
0.2222222222222222,mcr10
0.16129032258064516,mutT2-narG
0.16666666666666666,typA
0.2857142857142857,lpqW
0.28169014084507044,Rv1176c
0.2875,Rv1179c
0.25925925925925924,Rv1184c-fadD21
0.23255813953488372,fadD21
0.275,Rv1186c-rocA
0.27631578947368424,Rv1190
0.2696629213483146,esxK-esxL
0.29333333333333333,Rv1218c
0.1864406779661017,sigE
0.2972972972972973,lpqX
0.24705882352941178,Rv1251c
0.22413793103448276,Rv1258c
0.2375,Rv1265
0.3013698630136986,embR-Rv1268c
0.21333333333333335,Rv1268c
0.23076923076923078,Rv1278
0.25301204819277107,oppB
0.28169014084507044,oppB-canA
0.27710843373493976,Rv1289-Rv1290c
0.19230769230769232,Rv1290c
0.3253012048192771,Rv1290A-Rv1291c
0.22972972972972974,thrA
0.34210526315789475,thrC
0.29347826086956524,mcr3
0.2714285714285714,rrs
0.32432432432432434,Rv1319c
0.2875,glgE
0.2786885245901639,glgP
0.3770491803278688,leuW-irtA
0.2894736842105263,moeY
0.288135593220339,Rv1356c-Rv1357c
0.21518987341772153,Rv1366A
0.2463768115942029,MTS1082
0.23076923076923078,MTS1082-Rv1375
0.21428571428571427,Rv1376
0.24050632911392406,Rv1378c
0.2676056338028169,metK
0.26136363636363635,Rv1393c
0.2549019607843137,vapB10
0.29508196721311475,rpe
0.3157894736842105,Rv1424c
0.3283582089552239,Rv1425
0.19444444444444445,Rv1428c
0.24615384615384617,Rv1431
0.2702702702702703,bisC
0.24285714285714285,zwf2
0.2222222222222222,PE_PGRS28-Rv1453
0.2328767123287671,Rv1453
0.27692307692307694,Rv1459c
0.21839080459770116,Rv1463
0.24193548387096775,echA12
0.23595505617977527,Rv1478
0.2054794520547945,Rv1481
0.2289156626506024,inhA
0.21621621621621623,Rv1500
0.2571428571428571,Rv1501
0.35135135135135137,Rv1502
0.2054794520547945,Rv1502-Rv1503c
0.23943661971830985,Rv1505c
0.3620689655172414,Rv1508c
0.2676056338028169,Rv1510-gmdA
0.2564102564102564,gmdA
0.23255813953488372,Rv1515c
0.2222222222222222,fadD25
