bayes,locus
0.2727272727272727,Rv0024
0.2602739726027397,Rv0045c
0.1780821917808219,Rv0063
0.2361111111111111,Rv0090
0.2878787878787879,ephF
0.234375,Rv0176
0.25,PE_PGRS3-PE_PGRS4
0.22077922077922077,pks6
0.30434782608695654,Rv0420c-Rv0421c
0.22388059701492538,senX3-regX3
0.3076923076923077,Rv0712-Rv0713
0.24242424242424243,Rv0759c-Rv0760c
0.24675324675324675,aldA
0.18181818181818182,emrB
0.2876712328767123,Rv0794c-Rv0795
0.28125,Rv0823c
0.3125,Rv0888
0.3333333333333333,Rv0927c
0.2535211267605634,Rv1042c-Rv1043c
0.29310344827586204,Rv1045
0.2875,Rv1179c-pks3
0.20481927710843373,Rv1225c
0.19402985074626866,Rv1258c
0.2459016393442623,mcr11
0.16666666666666666,Rv1269c
0.21794871794871795,opcA
0.28125,Rv1506c-Rv1507c
0.30864197530864196,plsB1
0.20833333333333334,Rv1730c
0.27692307692307694,Rv1775
0.31746031746031744,Rv1907c
0.19230769230769232,ctpF
0.22535211267605634,dosT
0.29850746268656714,Rv2081c
0.25,PE21-Rv2100
0.3333333333333333,Rv2148c
0.26666666666666666,Rv2264c
0.208955223880597,mmpL9
0.34615384615384615,plcA-PPE38
0.27631578947368424,Rv2405-Rv2406c
0.30303030303030304,Rv2437
0.23880597014925373,vapB17
0.24705882352941178,vapB18
0.2727272727272727,Rv2709
0.33766233766233766,Rv2823c
0.25,cobB
0.22857142857142856,Rv2862c-vapB23
0.35714285714285715,lppW-trmD
0.25316455696202533,Rv2923c
0.25675675675675674,ppsA
0.2535211267605634,Rv2949c
0.23170731707317074,Rv3074
0.225,Rv3399
0.24324324324324326,Rv3483c
0.21739130434782608,Rv3528c-Rv3529c
0.3670886075949367,ddn-Rv3548c
0.20833333333333334,ponA2-Rv3683
0.36363636363636365,glpK
0.32894736842105265,Rv3766
0.24324324324324326,lipE-Rv3776
0.29411764705882354,Rv3785
0.34328358208955223,Rv3802c-fbpD
0.2916666666666667,Rv3829c
0.25,Rv3830c
0.3116883116883117,Rv3847
0.328125,eccC2
0.2777777777777778,dnaA-dnaN
0.3132530120481928,alaT-Rv0008c
0.26865671641791045,Rv0010c-Rv0011c
0.3230769230769231,Rv0012
0.29850746268656714,pknB
0.19718309859154928,pknA
0.24705882352941178,fhaA-leuT
0.3466666666666667,whiB5-Rv0023
0.2808988764044944,Rv0029
0.2835820895522388,bioF2
0.21428571428571427,fadD34
0.36,fadD34-Rv0036c
0.42857142857142855,leuS
0.25,Rv0042c
0.22784810126582278,dnaB-Rv0059
0.2465753424657534,Rv0061c
0.2535211267605634,Rv0067c-Rv0068
0.2597402597402597,glyA2-Rv0071
0.2564102564102564,Rv0071
0.3411764705882353,Rv0078A
0.26666666666666666,hycE-Rv0088
0.23595505617977527,Rv0088-Rv0089
0.2054794520547945,Rv0090-mtn
0.2702702702702703,Rv0104
0.2894736842105263,Rv0111
0.16417910447761194,hddA
0.38571428571428573,hddA-ldtA
0.296875,oxyS
0.2894736842105263,fusA2
0.2727272727272727,cyp138
0.3625,adhE1
0.25806451612903225,mce1A
0.3146067415730337,mce1D
0.18666666666666668,sigG
0.2602739726027397,Rv0185
0.2608695652173913,Rv0194
0.28169014084507044,Rv0210-pckA
