bayes,locus
0.33695652173913043,Rv0024
0.20481927710843373,Rv0045c
0.2857142857142857,Rv0063
0.21518987341772153,Rv0090
0.2,ephF
0.2571428571428571,Rv0176
0.25,PE_PGRS3-PE_PGRS4
0.2916666666666667,pks6
0.3048780487804878,Rv0420c-Rv0421c
0.2465753424657534,Rv0466-icl1
0.2898550724637681,senX3-regX3
0.23684210526315788,Rv0712-Rv0713
0.21794871794871795,Rv0759c-Rv0760c
0.2465753424657534,Rv0794c-Rv0795
0.2857142857142857,Rv0823c
0.2857142857142857,Rv0888
0.31645569620253167,Rv0927c
0.2923076923076923,Rv1042c-Rv1043c
0.2876712328767123,Rv1045
0.19718309859154928,Rv1179c-pks3
0.22535211267605634,Rv1225c
0.22388059701492538,Rv1258c
0.25333333333333335,mcr11
0.2465753424657534,Rv1269c
0.22972972972972974,opcA
0.3375,Rv1506c-Rv1507c
0.3194444444444444,plsB1
0.3055555555555556,Rv1730c
0.3055555555555556,Rv1775
0.2608695652173913,Rv1907c
0.23529411764705882,Rv1990A-mazF6
0.29333333333333333,ctpF
0.22857142857142856,dosT
0.24615384615384617,Rv2148c
0.31343283582089554,Rv2264c
0.234375,mmpL9
0.25316455696202533,plcA-PPE38
0.25882352941176473,Rv2405-Rv2406c
0.19696969696969696,Rv2437
0.2702702702702703,vapB17
0.26785714285714285,vapB18
0.22784810126582278,Rv2709
0.273972602739726,clgR
0.25301204819277107,Rv2823c
0.16363636363636364,cobB
0.25316455696202533,Rv2862c-vapB23
0.22727272727272727,lppW-trmD
0.24285714285714285,Rv2923c
0.2631578947368421,Rv3428c-PPE59
0.273972602739726,gadB
0.22988505747126436,Rv3483c
0.30952380952380953,ddn-Rv3548c
0.24193548387096775,ponA2-Rv3683
0.2571428571428571,Rv3727
0.31645569620253167,Rv3766
0.26865671641791045,lipE-Rv3776
0.2571428571428571,Rv3802c-fbpD
0.32432432432432434,Rv3829c
0.22950819672131148,Rv3830c
0.3108108108108108,Rv3847
0.323943661971831,espK
0.22950819672131148,eccC2
0.20634920634920634,dnaA-dnaN
0.3246753246753247,alaT-Rv0008c
0.33766233766233766,Rv0012
0.22413793103448276,pknB
0.2916666666666667,pknA
0.3424657534246575,fhaA-leuT
0.16923076923076924,whiB5-Rv0023
0.2727272727272727,Rv0027
0.21621621621621623,bioF2
0.2033898305084746,fadD34
0.2714285714285714,fadD34-Rv0036c
0.3150684931506849,leuS
0.25,dnaB-Rv0059
0.2926829268292683,Rv0061c
0.26153846153846155,Rv0067c-Rv0068
0.19672131147540983,glyA2-Rv0071
0.25,Rv0078A
0.34285714285714286,hycE-Rv0088
0.27586206896551724,Rv0088-Rv0089
0.26666666666666666,Rv0104
0.17857142857142858,hddA
0.2676056338028169,hddA-ldtA
0.21666666666666667,oxyS
0.23529411764705882,fusA2
0.26865671641791045,cyp138
0.21212121212121213,fadD5
0.3176470588235294,mce1D
0.265625,sigG
0.32,Rv0185
0.3064516129032258,mymT-Rv0187
0.22857142857142856,Rv0194
0.2236842105263158,Rv0210-pckA
0.3064516129032258,Rv0221
0.2459016393442623,Rv0223c
0.25396825396825395,Rv0226c
0.26865671641791045,aftD
0.203125,fadE5
0.2077922077922078,Rv0245
0.328125,nirB
0.26865671641791045,vapB25
0.23809523809523808,eccD3
0.23076923076923078,Rv0302
0.25,Rv0311
0.25,Rv0314c
0.23684210526315788,Rv0315
0.21739130434782608,dcd-udgA
